Lat Lon Depth Vs
50.750191 288.499451 230.000000 4.538419
50.750191 288.499451 250.000000 4.568432
50.750191 288.499451 280.000000 4.613385
50.750191 288.499451 320.000000 4.672117
50.750191 288.499451 370.000000 4.743044
50.750191 288.499451 420.000000 4.812693
50.750191 288.499451 420.000000 5.048637
50.750191 288.499451 470.000000 5.130210
50.750191 288.499451 520.000000 5.216566
50.750191 288.499451 570.000000 5.303038
50.750191 288.499451 620.000000 5.388578
50.750191 288.499451 670.000000 5.472982
50.750191 288.749443 70.000000 4.610465
50.750191 288.749443 90.000000 4.553751
50.750191 288.749443 110.000000 4.533224
50.750191 288.749443 130.000000 4.511767
50.750191 288.749443 150.000000 4.502636
50.750191 288.749443 170.000000 4.501332
50.750191 288.749443 190.000000 4.500718
50.750191 288.749443 210.000000 4.500580
50.750191 288.749443 230.000000 4.538419
50.750191 288.749443 250.000000 4.568432
50.750191 288.749443 280.000000 4.613385
50.750191 288.749443 320.000000 4.672117
50.750191 288.749443 370.000000 4.743044
50.750191 288.749443 420.000000 4.812693
50.750191 288.749443 420.000000 5.048637
50.750191 288.749443 470.000000 5.130210
50.750191 288.749443 520.000000 5.216566
50.750191 288.749443 570.000000 5.303038
50.750191 288.749443 620.000000 5.388578
50.750191 288.749443 670.000000 5.472982
50.750191 288.999443 70.000000 4.610465
50.750191 288.999443 90.000000 4.553751
50.750191 288.999443 110.000000 4.533224
50.750191 288.999443 130.000000 4.511767
50.750191 288.999443 150.000000 4.502636
50.750191 288.999443 170.000000 4.501332
50.750191 288.999443 190.000000 4.500718
50.750191 288.999443 210.000000 4.500580
50.750191 288.999443 230.000000 4.538419
50.750191 288.999443 250.000000 4.568432
50.750191 288.999443 280.000000 4.613385
50.750191 288.999443 320.000000 4.672117
50.750191 288.999443 370.000000 4.743044
50.750191 288.999443 420.000000 4.812693
50.750191 288.999443 420.000000 5.048637
50.750191 288.999443 470.000000 5.130210
50.750191 288.999443 520.000000 5.216566
50.750191 288.999443 570.000000 5.303038
50.750191 288.999443 620.000000 5.388578
50.750191 288.999443 670.000000 5.472982
50.750191 289.249443 70.000000 4.610465
50.750191 289.249443 90.000000 4.553751
50.750191 289.249443 110.000000 4.533224
50.750191 289.249443 130.000000 4.511767
50.750191 289.249443 150.000000 4.502636
50.750191 289.249443 170.000000 4.501332
50.750191 289.249443 190.000000 4.500718
50.750191 289.249443 210.000000 4.500580
50.750191 289.249443 230.000000 4.538419
50.750191 289.249443 250.000000 4.568432
50.750191 289.249443 280.000000 4.613385
50.750191 289.249443 320.000000 4.672117
50.750191 289.249443 370.000000 4.743044
50.750191 289.249443 420.000000 4.812693
50.750191 289.249443 420.000000 5.048637
